0.719686	1/1000	1	0.0466354	GCF_000001215.4_Release_6_plus_ISO1_MT_genomic.fna.gz	[1870 seqs] NC_004354.4 Drosophila melanogaster chromosome X [...]
0.719686	1/1000	1	0.0466354	GCF_000002035.5_GRCz10_genomic.fna.gz	[1061 seqs] NC_007112.6 Danio rerio strain Tuebingen chromosome 1, GRCz10 [...]
0.719686	1/1000	1	0.0466354	GCF_000002075.1_AplCal3.0_genomic.fna.gz	[4332 seqs] NW_004797271.1 Aplysia californica isolate F4 #8 unplaced genomic scaffold, AplCal3.0 scaffold00001, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.0466354	GCF_000002335.3_Tcas5.2_genomic.fna.gz	[2082 seqs] NC_007416.3 Tribolium castaneum strain Georgia GA2 linkage group LGX, Tcas5.2, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.0466354	GCF_000002415.2_ASM241v2_genomic.fna.gz	[2748 seqs] NC_009906.1 Plasmodium vivax SaI-1 chromosome 1, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.0466354	GCF_000002445.1_ASM244v1_genomic.fna.gz	[12 seqs] NC_008409.1 Trypanosoma brucei brucei strain 927/4 GUTat10.1 chromosome 1, complete sequence [...]
0.719686	1/1000	1	0.0466354	GCF_000002595.1_v3.0_genomic.fna.gz	[1558 seqs] NW_001843470.1 Chlamydomonas reinhardtii strain CC-503 cw92 mt+ CHLREscaffold_2722, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.0466354	GCF_000002845.2_ASM284v2_genomic.fna.gz	[138 seqs] NC_009294.2 Leishmania braziliensis MHOM/BR/75/M2904 complete genome, chromosome 1 [...]
0.719686	1/1000	1	0.0466354	GCF_000002945.1_ASM294v2_genomic.fna.gz	[4 seqs] NC_003424.3 Schizosaccharomyces pombe 972h- chromosome I, complete sequence [...]
0.743837	2/1000	4	0.00110365	GCF_000004695.1_dicty_2.7_genomic.fna.gz	[41 seqs] NC_007087.3 Dictyostelium discoideum AX4 chromosome 1 chromosome, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.0466354	GCF_000005245.1_dvir_caf1_genomic.fna.gz	[13530 seqs] NW_002015583.1 Drosophila virilis strain TSC#15010-1051.87 scaffold_0 genomic scaffold, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.0466354	GCF_000006405.1_JCVI_PMG_1.0_genomic.fna.gz	[17897 seqs] NW_003214671.1 Perkinsus marinus ATCC 50983 genomic scaffold scf_1104296934676, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.0466354	GCF_000006605.1_ASM660v1_genomic.fna.gz	[2 seqs] NC_007164.1 Corynebacterium jeikeium K411 complete genome [...]
0.743837	2/1000	29	0.00110365	GCF_000006985.1_ASM698v1_genomic.fna.gz	NC_002932.3 Chlorobium tepidum TLS chromosome, complete genome
0.719686	1/1000	1	0.0466354	GCF_000007345.1_ASM734v1_genomic.fna.gz	NC_003552.1 Methanosarcina acetivorans str. C2A, complete genome
0.719686	1/1000	1	0.0466354	GCF_000007365.1_ASM736v1_genomic.fna.gz	NC_004061.1 Buchnera aphidicola str. Sg (Schizaphis graminum), complete genome
0.719686	1/1000	1	0.0466354	GCF_000007805.1_ASM780v1_genomic.fna.gz	[3 seqs] NC_004578.1 [Pseudomonas syringae] pv. tomato str. DC3000 chromosome, complete genome [...]
0.719686	1/1000	37	0.0466354	GCF_000008225.1_ASM822v1_genomic.fna.gz	NC_007332.1 Mycoplasma hyopneumoniae 7448, complete genome
0.719686	1/1000	29	0.0466354	GCF_000008265.1_ASM826v1_genomic.fna.gz	NC_005877.1 Picrophilus torridus DSM 9790, complete genome
0.719686	1/1000	1	0.0466354	GCF_000008325.1_ASM832v1_genomic.fna.gz	NC_002977.6 Methylococcus capsulatus str. Bath, complete genome
0.719686	1/1000	1	0.0466354	GCF_000008365.1_ASM836v1_genomic.fna.gz	NC_006908.1 Mycoplasma mobile 163K complete genome
0.719686	1/1000	1	0.0466354	GCF_000009805.1_ASM980v1_genomic.fna.gz	[3 seqs] NC_006361.1 Nocardia farcinica IFM 10152 DNA, complete genome [...]
0.719686	1/1000	30	0.0466354	GCF_000009945.1_ASM994v1_genomic.fna.gz	[2 seqs] NC_007899.1 Chlamydia felis Fe/C-56 Fe/C-56 DNA, complete genome [...]
0.719686	1/1000	122	0.0466354	GCF_000009965.1_ASM996v1_genomic.fna.gz	NC_006624.1 Thermococcus kodakarensis KOD1 DNA, complete genome
0.719686	1/1000	1	0.0466354	GCF_000010085.1_ASM1008v1_genomic.fna.gz	[4 seqs] NC_007712.1 Sodalis glossinidius str. 'morsitans' DNA, complete genome [...]
0.719686	1/1000	1	0.0466354	GCF_000010205.1_ASM1020v1_genomic.fna.gz	NC_010793.1 Orientia tsutsugamushi str. Ikeda DNA, complete genome
0.719686	1/1000	2	0.0466354	GCF_000010305.1_ASM1030v1_genomic.fna.gz	NC_012489.1 Gemmatimonas aurantiaca T-27 DNA, complete genome
0.719686	1/1000	2	0.0466354	GCF_000010345.1_ASM1034v1_genomic.fna.gz	NC_009663.1 Sulfurovum sp. NBC37-1 genomic DNA, complete genome
0.719686	1/1000	1	0.0466354	GCF_000011305.1_ASM1130v1_genomic.fna.gz	[3 seqs] NC_004369.1 Corynebacterium efficiens YS-314 DNA, complete genome [...]
0.719686	1/1000	1	0.0466354	GCF_000012485.1_ASM1248v1_genomic.fna.gz	NC_007512.1 Chlorobium luteolum DSM 273, complete genome
0.719686	1/1000	1	0.0466354	GCF_000012545.1_ASM1254v1_genomic.fna.gz	NC_007681.1 Methanosphaera stadtmanae DSM 3091, complete genome
0.719686	1/1000	97	0.0466354	GCF_000012565.1_ASM1256v1_genomic.fna.gz	NC_007354.1 Ehrlichia canis str. Jake, complete genome
0.719686	1/1000	1	0.0466354	GCF_000012665.1_ASM1266v1_genomic.fna.gz	NC_007519.1 Desulfovibrio alaskensis G20, complete genome
0.719686	1/1000	1	0.0466354	GCF_000012725.1_ASM1272v1_genomic.fna.gz	NC_007406.1 Nitrobacter winogradskyi Nb-255, complete genome
0.719686	1/1000	1	0.0466354	GCF_000012985.1_ASM1298v1_genomic.fna.gz	NC_007645.1 Hahella chejuensis KCTC 2396, complete genome
0.719686	1/1000	1	0.0466354	GCF_000013025.1_ASM1302v1_genomic.fna.gz	NC_008358.1 Hyphomonas neptunium ATCC 15444, complete genome
